db_instance_identifier,master_username,db_name,db_instance_class,role,engine,engine_version,db_instance_status,endpoint,allocated_storage,instance_create_time,preferred_backup_window,backup_retention_period,db_security_groups,vpc_security_groups,db_parameter_groups,availability_zone,db_subnet_group,preferred_maintenance_window,pending_modified_values,latest_restorable_time,multi_az,auto_minor_version_upgrade,read_replica_source_db_instance_identifier,read_replica_db_instance_identifiers,read_replica_source_db_cluster_identifier,license_model,option_group_memberships,secondary_availability_zone,publicly_accessible,status_infos,storage_type,db_instance_port,storage_encrypted,kms_key_id,dbi_resource_id,ca_certificate_identifier,domain_memberships,monitoring_interval,promotion_tier,db_instance_arn,iam_database_authentication_enabled,performance_insights_kms_key_id,performance_insights_retention_period,performance_insights_enabled,deletion_protection,associated_roles,max_allocated_storage,tag_list,customer_owned_enabled,backup_target,network_type,storage_throughput,certificate_details,dedicated_log_volume,is_storage_config_upgrade_available,last_updated,aws_rds_db_clusters
apicurio-us-gov-west-1-prod-instance,postgres,,db.r6g.large,Writer Instance,aurora-postgresql,13.12,available,"{""Port"":5432,""Address"":""apicurio-us-gov-west-1-prod-instance.czb6ithn7tft.us-gov-west-1.rds.amazonaws.com"",""HostedZoneId"":""Z2YROVNTF0QJSQ""}",1,2023-03-02 21:40:43+00:00,09:44-10:14,1,[],"[{""Status"":""active"",""VpcSecurityGroupId"":""sg-05545f63""},{""Status"":""active"",""VpcSecurityGroupId"":""sg-192d117f""}]","[{""DBParameterGroupName"":""default.aurora-postgresql13"",""ParameterApplyStatus"":""in-sync""}]",us-gov-west-1c,"{""VpcId"":""vpc-ad2d7bc9"",""Subnets"":[{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-4817142c"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1b""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-6cbb2435"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1c""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-6d70ec34"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1c""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-e51a1a81"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1b""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-cc3539ba"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1a""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-7ec6c908"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1a""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-20aec279"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1c""}}],""DBSubnetGroupName"":""dbs-subnetgroup"",""SubnetGroupStatus"":""Complete"",""DBSubnetGroupDescription"":""Created for ranger-pipeline pulumi & integrations-platform pulumi""}",wed:06:04-wed:06:34,{},,false,true,,[],,postgresql-license,"[{""Status"":""in-sync"",""OptionGroupName"":""default:aurora-postgresql-13""}]",,false,,aurora,0,true,arn:aws-us-gov:kms:us-gov-west-1:773463581296:key/368ecf26-b6f9-475b-9105-8607ab79bb7a,db-3SYU6Q7PWXHO6236VILWXQCDHQ,rds-ca-rsa4096-g1,[],0,1,arn:aws-us-gov:rds:us-gov-west-1:773463581296:db:apicurio-us-gov-west-1-prod-instance,false,,,false,false,[],,[],false,region,IPV4,0,"{""ValidTill"":""2025-03-06T06:12:29+00:00"",""CAIdentifier"":""rds-ca-rsa4096-g1""}",false,,2024-08-07 18:33:37+00:00,apicurio-us-gov-west-1-prod
awsgov-prod-fadvusgw13-db-grafana,scalyr,grafana,db.m5.xlarge,Instance,postgres,14.3,available,"{""Port"":5432,""Address"":""awsgov-prod-fadvusgw13-db-grafana.czb6ithn7tft.us-gov-west-1.rds.amazonaws.com"",""HostedZoneId"":""Z2YROVNTF0QJSQ""}",100,2023-02-28 17:19:12+00:00,22:00-03:00,7,[],"[{""Status"":""active"",""VpcSecurityGroupId"":""sg-03e83208054f4922d""}]","[{""DBParameterGroupName"":""awsgov-prod-fadvusgw13-db-grafana-20230228162501742400000002"",""ParameterApplyStatus"":""in-sync""}]",us-gov-west-1b,"{""VpcId"":""vpc-060183c928d2833ae"",""Subnets"":[{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-0dcb6c58ac1090b89"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1b""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-011e94cc65643399f"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1b""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-0745cdc483dd7039a"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1c""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-027a94eb8d5344a03"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1a""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-0c8aeb8a55db44b69"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1a""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-08af3444484486ead"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1c""}}],""DBSubnetGroupName"":""awsgov-prod-fadvusgw13-db-grafana"",""SubnetGroupStatus"":""Complete"",""DBSubnetGroupDescription"":""Managed by Terraform""}",sun:03:00-sun:04:00,{},2024-08-07 18:29:34+00:00,true,false,,[],,postgresql-license,"[{""Status"":""in-sync"",""OptionGroupName"":""awsgov-prod-fadvusgw13-db-grafana-20230228162501741300000001""}]",us-gov-west-1c,false,,gp2,0,true,arn:aws-us-gov:kms:us-gov-west-1:773463581296:key/368ecf26-b6f9-475b-9105-8607ab79bb7a,db-HCPLW6FDIBOPEUG7I36KCYHLEU,rds-ca-rsa4096-g1,[],0,,arn:aws-us-gov:rds:us-gov-west-1:773463581296:db:awsgov-prod-fadvusgw13-db-grafana,false,,,false,true,[],,"[{""Key"":""Owner"",""Value"":""scalyr""},{""Key"":""Compliance"",""Value"":""cisl1""},{""Key"":""Attributes"",""Value"":""db-grafana""},{""Key"":""Purpose"",""Value"":""Base resources for awsgov-prod-fadvusgw13""},{""Key"":""Namespace"",""Value"":""awsgov""},{""Key"":""Name"",""Value"":""awsgov-prod-fadvusgw13-db-grafana""},{""Key"":""Persistence"",""Value"":""persistent""},{""Key"":""Monitored"",""Value"":""true""},{""Key"":""Spend"",""Value"":""RnD""},{""Key"":""Environment"",""Value"":""prod""},{""Key"":""Stage"",""Value"":""prod""},{""Key"":""DataEnv"",""Value"":""fadvusgw13""},{""Key"":""Criticality"",""Value"":""1""}]",false,region,IPV4,0,"{""ValidTill"":""2025-03-03T03:15:42+00:00"",""CAIdentifier"":""rds-ca-rsa4096-g1""}",false,false,2024-08-07 18:33:37+00:00,
awsgov-prod-fadvusgw13-db-mysql,scalyr,scalyr_fadvusgw13,db.m5.xlarge,Instance,mysql,5.7.38,available,"{""Port"":3306,""Address"":""awsgov-prod-fadvusgw13-db-mysql.czb6ithn7tft.us-gov-west-1.rds.amazonaws.com"",""HostedZoneId"":""Z2YROVNTF0QJSQ""}",100,2023-01-30 16:05:48+00:00,22:00-03:00,7,[],"[{""Status"":""active"",""VpcSecurityGroupId"":""sg-052ba1ff05ed1d238""}]","[{""DBParameterGroupName"":""awsgov-prod-fadvusgw13-db-mysql-20230130160212912200000002"",""ParameterApplyStatus"":""in-sync""}]",us-gov-west-1c,"{""VpcId"":""vpc-060183c928d2833ae"",""Subnets"":[{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-0dcb6c58ac1090b89"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1b""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-011e94cc65643399f"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1b""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-0745cdc483dd7039a"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1c""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-027a94eb8d5344a03"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1a""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-0c8aeb8a55db44b69"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1a""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-08af3444484486ead"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1c""}}],""DBSubnetGroupName"":""awsgov-prod-fadvusgw13-db-mysql"",""SubnetGroupStatus"":""Complete"",""DBSubnetGroupDescription"":""Managed by Terraform""}",sun:03:00-sun:04:00,{},2024-08-07 18:30:00+00:00,true,false,,[],,general-public-license,"[{""Status"":""in-sync"",""OptionGroupName"":""awsgov-prod-fadvusgw13-db-mysql-20230130160212912200000001""}]",us-gov-west-1a,false,,gp2,0,true,arn:aws-us-gov:kms:us-gov-west-1:773463581296:key/368ecf26-b6f9-475b-9105-8607ab79bb7a,db-SLEUTXFT66GKAYQMDHQDQW6SB4,rds-ca-rsa4096-g1,[],0,,arn:aws-us-gov:rds:us-gov-west-1:773463581296:db:awsgov-prod-fadvusgw13-db-mysql,false,,,false,true,[],,"[{""Key"":""Owner"",""Value"":""scalyr""},{""Key"":""Compliance"",""Value"":""cisl1""},{""Key"":""Attributes"",""Value"":""db-mysql""},{""Key"":""Purpose"",""Value"":""Base resources for awsgov-prod-fadvusgw13""},{""Key"":""Namespace"",""Value"":""awsgov""},{""Key"":""Name"",""Value"":""awsgov-prod-fadvusgw13-db-mysql""},{""Key"":""Persistence"",""Value"":""persistent""},{""Key"":""Monitored"",""Value"":""true""},{""Key"":""Spend"",""Value"":""RnD""},{""Key"":""Environment"",""Value"":""prod""},{""Key"":""Stage"",""Value"":""prod""},{""Key"":""DataEnv"",""Value"":""fadvusgw13""},{""Key"":""Criticality"",""Value"":""1""}]",false,region,IPV4,0,"{""ValidTill"":""2026-01-30T16:03:57+00:00"",""CAIdentifier"":""rds-ca-rsa4096-g1""}",false,true,2024-08-07 18:33:37+00:00,
awsgov-prod-fadvusgw14-db-mysql,scalyr,scalyr_fadvusgw14,db.m5.xlarge,Instance,mysql,5.7.38,available,"{""Port"":3306,""Address"":""awsgov-prod-fadvusgw14-db-mysql.czb6ithn7tft.us-gov-west-1.rds.amazonaws.com"",""HostedZoneId"":""Z2YROVNTF0QJSQ""}",100,2023-01-30 16:04:30+00:00,22:00-03:00,7,[],"[{""Status"":""active"",""VpcSecurityGroupId"":""sg-013d97fe3f1c8ac57""}]","[{""DBParameterGroupName"":""awsgov-prod-fadvusgw14-db-mysql-20230130160142837100000001"",""ParameterApplyStatus"":""in-sync""}]",us-gov-west-1b,"{""VpcId"":""vpc-026c1e9f33daf036e"",""Subnets"":[{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-074049ac594f09761"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1a""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-02786bb05f075c404"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1c""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-09a3b7ef1ff550228"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1c""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-0dff562df3b145003"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1b""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-06d182fb9bc031fc9"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1b""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-08ba230ebc7f4832b"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1a""}}],""DBSubnetGroupName"":""awsgov-prod-fadvusgw14-db-mysql"",""SubnetGroupStatus"":""Complete"",""DBSubnetGroupDescription"":""Managed by Terraform""}",sun:03:00-sun:04:00,{},2024-08-07 18:30:00+00:00,true,false,,[],,general-public-license,"[{""Status"":""in-sync"",""OptionGroupName"":""awsgov-prod-fadvusgw14-db-mysql-20230130160142843000000002""}]",us-gov-west-1a,false,,gp2,0,true,arn:aws-us-gov:kms:us-gov-west-1:773463581296:key/368ecf26-b6f9-475b-9105-8607ab79bb7a,db-PDJN3C76NRAH6FE54WWNZ4L2XA,rds-ca-rsa4096-g1,[],0,,arn:aws-us-gov:rds:us-gov-west-1:773463581296:db:awsgov-prod-fadvusgw14-db-mysql,false,,,false,true,[],,"[{""Key"":""Owner"",""Value"":""scalyr""},{""Key"":""Compliance"",""Value"":""cisl1""},{""Key"":""Attributes"",""Value"":""db-mysql""},{""Key"":""Purpose"",""Value"":""Base resources for awsgov-prod-fadvusgw14""},{""Key"":""Namespace"",""Value"":""awsgov""},{""Key"":""Name"",""Value"":""awsgov-prod-fadvusgw14-db-mysql""},{""Key"":""Persistence"",""Value"":""persistent""},{""Key"":""Monitored"",""Value"":""true""},{""Key"":""Spend"",""Value"":""RnD""},{""Key"":""Environment"",""Value"":""prod""},{""Key"":""Stage"",""Value"":""prod""},{""Key"":""DataEnv"",""Value"":""fadvusgw14""},{""Key"":""Criticality"",""Value"":""1""}]",false,region,IPV4,0,"{""ValidTill"":""2026-01-30T16:02:39+00:00"",""CAIdentifier"":""rds-ca-rsa4096-g1""}",false,true,2024-08-07 18:33:37+00:00,
bd-infra-prod-us-gov-west-1-dgjae,sentinel_master,,db.r5.2xlarge,Reader Instance,aurora-postgresql,11.21,available,"{""Port"":5432,""Address"":""bd-infra-prod-us-gov-west-1-dgjae.czb6ithn7tft.us-gov-west-1.rds.amazonaws.com"",""HostedZoneId"":""Z2YROVNTF0QJSQ""}",1,2021-09-20 03:04:32+00:00,07:37-08:07,7,[],"[{""Status"":""active"",""VpcSecurityGroupId"":""sg-05545f63""}]","[{""DBParameterGroupName"":""default.aurora-postgresql11"",""ParameterApplyStatus"":""in-sync""}]",us-gov-west-1a,"{""VpcId"":""vpc-ad2d7bc9"",""Subnets"":[{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-4817142c"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1b""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-6cbb2435"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1c""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-0ad5dd7c"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1a""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-6d70ec34"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1c""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-e51a1a81"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1b""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-cc3539ba"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1a""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-7ec6c908"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1a""}}],""DBSubnetGroupName"":""default"",""SubnetGroupStatus"":""Complete"",""DBSubnetGroupDescription"":""default""}",sat:10:07-sat:10:37,{},,false,true,,[],,postgresql-license,"[{""Status"":""in-sync"",""OptionGroupName"":""default:aurora-postgresql-11""}]",,false,,aurora,0,true,arn:aws-us-gov:kms:us-gov-west-1:773463581296:key/368ecf26-b6f9-475b-9105-8607ab79bb7a,db-COQODQR3YRROBXII5ZZZX5MN6I,rds-ca-rsa4096-g1,[],0,1,arn:aws-us-gov:rds:us-gov-west-1:773463581296:db:bd-infra-prod-us-gov-west-1-dgjae,false,,,false,false,[],,"[{""Key"":""Environment"",""Value"":""prod""}]",false,region,IPV4,0,"{""ValidTill"":""2025-03-02T10:07:24+00:00"",""CAIdentifier"":""rds-ca-rsa4096-g1""}",false,,2024-08-07 18:33:37+00:00,bd-infra-prod-us-gov-west-1
bd-infra-prod-us-gov-west-1-l5zu1,sentinel_master,,db.r5.2xlarge,Writer Instance,aurora-postgresql,11.21,available,"{""Port"":5432,""Address"":""bd-infra-prod-us-gov-west-1-l5zu1.czb6ithn7tft.us-gov-west-1.rds.amazonaws.com"",""HostedZoneId"":""Z2YROVNTF0QJSQ""}",1,2021-09-20 03:03:57+00:00,07:37-08:07,7,[],"[{""Status"":""active"",""VpcSecurityGroupId"":""sg-05545f63""}]","[{""DBParameterGroupName"":""default.aurora-postgresql11"",""ParameterApplyStatus"":""in-sync""}]",us-gov-west-1a,"{""VpcId"":""vpc-ad2d7bc9"",""Subnets"":[{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-4817142c"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1b""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-6cbb2435"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1c""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-0ad5dd7c"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1a""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-6d70ec34"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1c""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-e51a1a81"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1b""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-cc3539ba"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1a""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-7ec6c908"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1a""}}],""DBSubnetGroupName"":""default"",""SubnetGroupStatus"":""Complete"",""DBSubnetGroupDescription"":""default""}",mon:11:39-mon:12:09,{},,false,true,,[],,postgresql-license,"[{""Status"":""in-sync"",""OptionGroupName"":""default:aurora-postgresql-11""}]",,false,,aurora,0,true,arn:aws-us-gov:kms:us-gov-west-1:773463581296:key/368ecf26-b6f9-475b-9105-8607ab79bb7a,db-WD5CSI2KLPDPHER2YF5JOY43N4,rds-ca-rsa4096-g1,[],0,1,arn:aws-us-gov:rds:us-gov-west-1:773463581296:db:bd-infra-prod-us-gov-west-1-l5zu1,false,,,false,false,[],,"[{""Key"":""Environment"",""Value"":""prod""},{""Key"":""workload-type"",""Value"":""other""}]",false,region,IPV4,0,"{""ValidTill"":""2025-03-04T11:39:25+00:00"",""CAIdentifier"":""rds-ca-rsa4096-g1""}",false,,2024-08-07 18:33:37+00:00,bd-infra-prod-us-gov-west-1
cloud-prod-gov-15hkw,sentinel_cloud,sentinel_cloud,db.r5.2xlarge,Reader Instance,aurora-postgresql,12.16,available,"{""Port"":5432,""Address"":""cloud-prod-gov-15hkw.czb6ithn7tft.us-gov-west-1.rds.amazonaws.com"",""HostedZoneId"":""Z2YROVNTF0QJSQ""}",1,2021-09-20 04:09:44+00:00,11:55-12:25,1,[],"[{""Status"":""active"",""VpcSecurityGroupId"":""sg-05545f63""}]","[{""DBParameterGroupName"":""default.aurora-postgresql12"",""ParameterApplyStatus"":""in-sync""}]",us-gov-west-1b,"{""VpcId"":""vpc-ad2d7bc9"",""Subnets"":[{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-4817142c"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1b""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-6cbb2435"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1c""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-0ad5dd7c"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1a""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-6d70ec34"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1c""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-e51a1a81"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1b""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-cc3539ba"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1a""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-7ec6c908"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1a""}}],""DBSubnetGroupName"":""default"",""SubnetGroupStatus"":""Complete"",""DBSubnetGroupDescription"":""default""}",mon:08:44-mon:09:14,{},,false,true,,[],,postgresql-license,"[{""Status"":""in-sync"",""OptionGroupName"":""default:aurora-postgresql-12""}]",,false,,aurora,0,true,arn:aws-us-gov:kms:us-gov-west-1:773463581296:key/368ecf26-b6f9-475b-9105-8607ab79bb7a,db-AKERQZN5VAHC4TGLWFMDQS6RSQ,rds-ca-rsa4096-g1,[],0,1,arn:aws-us-gov:rds:us-gov-west-1:773463581296:db:cloud-prod-gov-15hkw,false,,,false,false,[],,"[{""Key"":""Environment"",""Value"":""prod""},{""Key"":""OWNER"",""Value"":""bigdata-infra""},{""Key"":""ENVIRONMENT"",""Value"":""prod""},{""Key"":""ENV_ID"",""Value"":""cloud-prod-gov""}]",false,region,IPV4,0,"{""ValidTill"":""2025-03-11T08:52:39+00:00"",""CAIdentifier"":""rds-ca-rsa4096-g1""}",false,,2024-08-07 18:33:37+00:00,cloud-prod-gov
cloud-prod-gov-xd9u1,sentinel_cloud,sentinel_cloud,db.r5.2xlarge,Writer Instance,aurora-postgresql,12.16,available,"{""Port"":5432,""Address"":""cloud-prod-gov-xd9u1.czb6ithn7tft.us-gov-west-1.rds.amazonaws.com"",""HostedZoneId"":""Z2YROVNTF0QJSQ""}",1,2021-09-20 04:09:34+00:00,11:55-12:25,1,[],"[{""Status"":""active"",""VpcSecurityGroupId"":""sg-05545f63""}]","[{""DBParameterGroupName"":""default.aurora-postgresql12"",""ParameterApplyStatus"":""in-sync""}]",us-gov-west-1b,"{""VpcId"":""vpc-ad2d7bc9"",""Subnets"":[{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-4817142c"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1b""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-6cbb2435"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1c""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-0ad5dd7c"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1a""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-6d70ec34"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1c""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-e51a1a81"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1b""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-cc3539ba"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1a""}},{""SubnetStatus"":""Active"",""SubnetOutpost"":{},""SubnetIdentifier"":""subnet-7ec6c908"",""SubnetAvailabilityZone"":{""Name"":""us-gov-west-1a""}}],""DBSubnetGroupName"":""default"",""SubnetGroupStatus"":""Complete"",""DBSubnetGroupDescription"":""default""}",fri:08:52-fri:09:22,{},,false,true,,[],,postgresql-license,"[{""Status"":""in-sync"",""OptionGroupName"":""default:aurora-postgresql-12""}]",,false,,aurora,0,true,arn:aws-us-gov:kms:us-gov-west-1:773463581296:key/368ecf26-b6f9-475b-9105-8607ab79bb7a,db-NUQJX37E5RCNGYHPBUALUD2T6A,rds-ca-rsa4096-g1,[],0,1,arn:aws-us-gov:rds:us-gov-west-1:773463581296:db:cloud-prod-gov-xd9u1,false,,,false,false,[],,"[{""Key"":""Environment"",""Value"":""prod""},{""Key"":""OWNER"",""Value"":""bigdata-infra""},{""Key"":""ENVIRONMENT"",""Value"":""prod""},{""Key"":""ENV_ID"",""Value"":""cloud-prod-gov""}]",false,region,IPV4,0,"{""ValidTill"":""2025-03-08T09:12:35+00:00"",""CAIdentifier"":""rds-ca-rsa4096-g1""}",false,,2024-08-07 18:33:37+00:00,cloud-prod-gov
